מספר חשבונית,קישור לספק,תאריך חשבונית,שם ספק,סכום כולל מע''מ,סכום לפני מע''מ,סכום מע''מ,קטגוריה,פירוט שורות,החזר חלקי,שם השולח,סטטוס טיפול,סוג חשבונית,קישור לחשבונית,קישור לקובץ בדרייב,קישור לתיקית החודש,קישור למייל המקורי,כתובת מייל שולח,תאריך ושעת קבלת המייל,מזהה מייל,כפילות,שגיאה,תאריך העלאה למערכת,איכות פענוח,הועבר לרוח,ai_missing_fields,execution_log_url,ai_confidence,error_reason,html_content,קישור להרצה
243945408,בזק החברה הישראלית לתקשורת בע״מ,2026-04-16,בזק החברה הישראלית לתקשורת בע״מ,87.71,74.33,13.4,הוצאות ניהול,קו טלפון 300 דקות,,בזק,,,,https://drive.google.com/drive/folders/1eLStwk28AfCUZrrQnpHb9KDPpeOQNdp3,https://drive.google.com/drive/folders/1TTyV2IWjfSbR6Bkhzpo4kgWDqPm1_T_p,https://mail.google.com/mail/u/0/#inbox/19da5f6b2d2baaa2,bezeq_mail@bezeq.co.il,2026-04-19T13:38:20.000Z,19da5f6b2d2baaa2,,,21/04/2026,high,checked,,,,,,
IR2269376,ת.סייפטק טכנולוגיות בע״מ,2026-04-16,ת.סייפטק טכנולוגיות בע״מ,35.20,29.83,5.4,הוצאות ניהול,רשיון חודשי סייפטק x1,,סייפטק - סינון תכנים באינטרנט,,,,https://drive.google.com/drive/folders/1x3nEsM5uEw4jLqOqDqNg8K2yRJ-DEsaA,https://drive.google.com/drive/folders/1TTyV2IWjfSbR6Bkhzpo4kgWDqPm1_T_p,https://mail.google.com/mail/u/0/#inbox/19d93b5cd733e90f,help@safe-tec.co.il,2026-04-16T00:34:14.000Z,19d93b5cd733e90f,,,21/04/2026,high,checked,,,,,,
2127606,מקור,2026-04-16,מקור,233.72,198.07,35.7,שונות,גלאוקומה x1 - 12.92,,הדסה אבלס,,,,https://drive.google.com/drive/folders/1cN1mQMbbI3tDicbt8W_yLwf5lX2-cB_m,https://drive.google.com/drive/folders/1TTyV2IWjfSbR6Bkhzpo4kgWDqPm1_T_p,https://mail.google.com/mail/u/0/#inbox/19db3a434d708742,h8420785@gmail.com,2026-04-22T05:22:56.000Z,19db3a434d708742,,,22/04/2026,high,checked,,,,,,
0438,סלים כבודי - סחר,2026-04-19,סלים כבודי - סחר,3775.00,0.00,0.0,ספקים ביגוד,סלים כבודי פריטים 3775,,הדסה אבלס,,,,https://drive.google.com/drive/folders/1MuVAU4CGmAxpWux9HJGpvhaBS2iA45yf,https://drive.google.com/drive/folders/1TTyV2IWjfSbR6Bkhzpo4kgWDqPm1_T_p,https://mail.google.com/mail/u/0/#inbox/19dae99392a31f2c,h8420785@gmail.com,2026-04-21T05:52:49.000Z,19dae99392a31f2c,,,21/04/2026,medium,checked,,,,,,
5357,חיה אורדמן בע״מ,2026-04-19,חיה אורדמן בע״מ,2309.85,1957.50,352.4,ספקים ביגוד,חצאית גינס תכלת A דגם 26843SV x6,,"חיה אורדמן בע""מ 515872802",,,,https://drive.google.com/drive/folders/1CtpHqEDqqmXfKp6YfDXrTxGMP5AoDFao,https://drive.google.com/drive/folders/1TTyV2IWjfSbR6Bkhzpo4kgWDqPm1_T_p,https://mail.google.com/mail/u/0/#inbox/19da466a4532d0ca,app@invoice-maven.co.il,2026-04-19T06:21:21.000Z,19da466a4532d0ca,,,21/04/2026,high,checked,,,,,,
5356,חיה אורדמן בע״מ,2026-04-19,חיה אורדמן בע״מ,4169.41,3533.40,636.0,ספקים ביגוד,חלוק הנקה טבעת קומות שיפון דגם Y26800DNO x4,,"חיה אורדמן בע""מ 515872802",,,,https://drive.google.com/drive/folders/1CuVKQPimss-Wlr79sBnrfxniqMVOxN96,https://drive.google.com/drive/folders/1TTyV2IWjfSbR6Bkhzpo4kgWDqPm1_T_p,https://mail.google.com/mail/u/0/#inbox/19da4666eb77f36a,app@invoice-maven.co.il,2026-04-19T06:21:08.000Z,19da4666eb77f36a,,,21/04/2026,high,checked,,,,,,
5355,חיה אורדמן בע״מ,2026-04-19,חיה אורדמן בע״מ,14468.69,12261.60,2207.1,ספקים ביגוד,חלוק הנקה טבעת קומות שיפון דגם Y26800DNO x1.03,,"חיה אורדמן בע""מ 515872802",,,,https://drive.google.com/drive/folders/19Z7URnwZEd0fJTS9-1wki8xZmpuDdlEh,https://drive.google.com/drive/folders/1TTyV2IWjfSbR6Bkhzpo4kgWDqPm1_T_p,https://mail.google.com/mail/u/0/#inbox/19da4662046e1718,app@invoice-maven.co.il,2026-04-19T06:20:47.000Z,19da4662046e1718,,,21/04/2026,high,checked,,,,,,
4149,RACHELI'S,2026-04-20,RACHELI'S,4572.50,3875.00,697.5,ספקים בגדי ים,חולצה מחולקת x16,,רחלי קנטור ,,,,https://drive.google.com/drive/folders/1Ar228OdFUs98nliF6c-C6vx9BxPDzycG,https://drive.google.com/drive/folders/1TTyV2IWjfSbR6Bkhzpo4kgWDqPm1_T_p,https://mail.google.com/mail/u/0/#inbox/19dac9d44d11121e,outgoing@icount.co.il,2026-04-20T20:38:00.000Z,19dac9d44d11121e,,,21/04/2026,high,checked,,,,,,
01/001583,שייני 26 בע״מ,2026-04-20,שייני 26 בע״מ,9837.00,8336.44,1500.6,ספקים כיסויי ראש,מטפחת כותנה x370,,,,,,https://drive.google.com/drive/folders/1TQPtqlTDtbpOWqM9nrjGM85RP_KLH247,https://drive.google.com/drive/folders/1TTyV2IWjfSbR6Bkhzpo4kgWDqPm1_T_p,https://mail.google.com/mail/u/0/#inbox/19dabdf98fa21ebd,shine6243449@gmail.com,2026-04-20T17:10:49.000Z,19dabdf98fa21ebd,,,21/04/2026,high,checked,,,,,,
1889,חיה אורדמן בע״מ,2026-04-20,חיה אורדמן בע״מ,3919.96,3322.00,598.0,ספקים ביגוד,סרפן סאטן דפוס שחור לבן דגם 26826DRP x2,,"חיה אורדמן בע""מ 515872802",,,,https://drive.google.com/drive/folders/1xda6lEak4_L_PExXuWY_gTyft6lyYv-w,https://drive.google.com/drive/folders/1TTyV2IWjfSbR6Bkhzpo4kgWDqPm1_T_p,https://mail.google.com/mail/u/0/#inbox/19da98b35958b7f4,app@invoice-maven.co.il,2026-04-20T06:19:23.000Z,19da98b35958b7f4,,,21/04/2026,high,checked,,,,,,
36938,פיין קונטנט בע״מ,2026-04-21,פיין קונטנט בע״מ,2000.00,1694.92,305.1,שונות,פסיכוקופירייטינג - מחזור ב' נשים ללא חברותא (תשלום 4 מתוך 6) x1,,"פיין קונטנט בע""מ",,,,https://drive.google.com/drive/folders/1ZOpmEqUOhjSDletD0qKdPZu_-vn7CIM5,https://drive.google.com/drive/folders/1TTyV2IWjfSbR6Bkhzpo4kgWDqPm1_T_p,https://mail.google.com/mail/u/0/#inbox/19dae3e5a599439d,outgoing@out.cardcom.co.il,2026-04-21T04:13:34.000Z,19dae3e5a599439d,,,21/04/2026,high,checked,,,,,,
8162421,סגוס,2026-04-23,סגוס,5390.00,4567.80,822.2,ספקים ביגוד,פריט כללי x1,,הדסה אבלס,,,,https://drive.google.com/drive/folders/1g5QzaHmS9bbIfrvtWkKM-qortbErVFpp,https://drive.google.com/drive/folders/1TTyV2IWjfSbR6Bkhzpo4kgWDqPm1_T_p,https://mail.google.com/mail/u/0/#inbox/19dbab7afd7ca693,h8420785@gmail.com,2026-04-23T14:21:32.000Z,19dbab7afd7ca693,,,23/04/2026,high,checked,,,,,,
4157,RACHELI'S,2026-04-23,RACHELI'S,1357.00,1150.00,207.0,ספקים ביגוד,חולצת סריג קייצית כחול לבן 3001 x5,,רחלי קנטור ,,,,https://drive.google.com/drive/folders/163ppGD_qLx9flyIzDOsw67A7CZu7veoX,https://drive.google.com/drive/folders/1TTyV2IWjfSbR6Bkhzpo4kgWDqPm1_T_p,https://mail.google.com/mail/u/0/#inbox/19dbad8ca5eccba2,outgoing@icount.co.il,2026-04-23T14:57:42.000Z,19dbad8ca5eccba2,,,23/04/2026,high,checked,,,,,,
383125,איי פקט בע״מ,2026-04-24,איי פקט בע״מ,193.52,164.00,29.5,הוצאות ניהול,מנוי חודשי ביזיבוקס לעסקים עבור עד 5 חשבונות x1,,"איי פקט בע""מ",,,,https://drive.google.com/drive/folders/11SUAy4AK82REYcweQy5MnA4w9xCel_1z,https://drive.google.com/drive/folders/1TTyV2IWjfSbR6Bkhzpo4kgWDqPm1_T_p,https://mail.google.com/mail/u/0/#inbox/19dbe16a027dfe85,outgoing@out.cardcom.co.il,2026-04-24T06:04:06.000Z,19dbe16a027dfe85,,,24/04/2026,high,checked,,,,,,
4161,RACHELI'S,2026-04-26,RACHELI'S,8378.00,7100.00,1278.0,ספקים ביגוד,חלוק גלים כחול עליון סריג B1003 x5,,רחלי קנטור ,,,,https://drive.google.com/drive/folders/1TLjcusnfR8wRF-p3NIpr0fkTmiJV8aHT,https://drive.google.com/drive/folders/1TTyV2IWjfSbR6Bkhzpo4kgWDqPm1_T_p,https://mail.google.com/mail/u/0/#inbox/19dca8d60977fd72,outgoing@icount.co.il,2026-04-26T16:09:15.000Z,19dca8d60977fd72,,,27/04/2026,high,checked,,,,,,
37992,אס ג׳י ברטים בע״מ,2026-04-26,אס ג׳י ברטים בע״מ,7148.00,6057.63,1090.4,ספקים כיסויי ראש,ברט כותנה חלק מדיום x21,,,,,,https://drive.google.com/drive/folders/1XfbxZED1lzW5H4dp4uUYzVliUrCQejtX,https://drive.google.com/drive/folders/1TTyV2IWjfSbR6Bkhzpo4kgWDqPm1_T_p,https://mail.google.com/mail/u/0/#inbox/19dcee780e1e9c2b,sgbaretimeti@bezeqint.net,2026-04-27T12:26:09.000Z,19dcee780e1e9c2b,,,27/04/2026,high,checked,,,,,,
1647,כובעי זיוה,2026-04-27,כובעי זיוה,6258.72,5304.00,954.7,ספקים כיסויי ראש,בנדנה ספוג שבתי מעוצב x8,,כובעי זיוה,,,,https://drive.google.com/drive/folders/1Kw93dtwBEwUuO8Be_8xEYH7ywci4JpH3,https://drive.google.com/drive/folders/1TTyV2IWjfSbR6Bkhzpo4kgWDqPm1_T_p,https://mail.google.com/mail/u/0/#inbox/19dcdbb4da5b864b,noreply@ezcount.co.il,2026-04-27T06:58:16.000Z,19dcdbb4da5b864b,,,27/04/2026,high,checked,,,,,,
1648,כובעי זיוה,2026-04-27,כובעי זיוה,2289.20,1940.00,349.2,ספקים כיסויי ראש,לונג רשת +בטנה +טול x6,,כובעי זיוה,,,,https://drive.google.com/drive/folders/1Uk_o6uk7VBqIkq4A8Vmk1L1TMilYDn0k,https://drive.google.com/drive/folders/1TTyV2IWjfSbR6Bkhzpo4kgWDqPm1_T_p,https://mail.google.com/mail/u/0/#inbox/19dcdbce193f38b9,noreply@ezcount.co.il,2026-04-27T07:00:00.000Z,19dcdbce193f38b9,,,27/04/2026,high,checked,,,,,,
2001954,סמארט סנט בע״מ,2026-04-27,סמארט סנט בע״מ,236.00,200.00,36.0,שונות,"שירותי בישום - מסילת יוסף 2, מודיעין עלית לתקופה 04/2026 x1",,הדסה אבלס,,,,https://drive.google.com/drive/folders/1x3-aAWY-LhNax4oeiypJb-tl-0xQen9Z,https://drive.google.com/drive/folders/1TTyV2IWjfSbR6Bkhzpo4kgWDqPm1_T_p,https://mail.google.com/mail/u/0/#inbox/19dd30566f781210,h8420785@gmail.com,2026-04-28T07:37:19.000Z,19dd30566f781210,,,28/04/2026,high,checked,,,,,,
265003983OV,ילו ניהול בע״מ,2026-04-27,ילו ניהול בע״מ,900.00,762.71,137.3,ספקים ביגוד,רב מכר - פנים - עמוד שמאל x1,,מירי בן צור,,,,https://drive.google.com/drive/folders/19PciPYajE5CvlxR-s037SgKgoGhN3SwC,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19df2b7ef0952e60,ravtashlum@gmail.com,2026-05-04T11:20:30.000Z,19df2b7ef0952e60,,,07/05/2026,high,,,,,,,
40118,כובעי זיוה,2026-04-28,כובעי זיוה,2478.00,2100.00,378.0,ספקים כיסויי ראש,לונג רשת מדוגם ללוא גומיה x7,,כובעי זיוה,,,,https://drive.google.com/drive/folders/14xlZhXVJZKZmbqssNnrP89X6AubiFzc7,https://drive.google.com/drive/folders/1TTyV2IWjfSbR6Bkhzpo4kgWDqPm1_T_p,https://mail.google.com/mail/u/0/#inbox/19dd35de81cc7ea2,noreply@ezcount.co.il,2026-04-28T09:13:59.000Z,19dd35de81cc7ea2,,,28/04/2026,high,checked,,,,,,
31603,אס ג׳י ברטים בע״מ,2026-04-28,אס ג׳י ברטים בע״מ,346.00,293.22,52.8,ספקים כיסויי ראש,שניל מיקס ולורקס עם בטנה x2,,,,,,https://drive.google.com/drive/folders/1W-mYvH4ibCi1U6f1avTTcPN3zWF3AvQV,https://drive.google.com/drive/folders/1TTyV2IWjfSbR6Bkhzpo4kgWDqPm1_T_p,https://mail.google.com/mail/u/0/#inbox/19dd35592b83e3d9,sgbaretimeti@bezeqint.net,2026-04-28T09:04:53.000Z,19dd35592b83e3d9,,,28/04/2026,high,checked,,,,,,
5202,ציפי וינברג c.u.wear,2026-04-28,ציפי וינברג c.u.wear,2914.60,2470.00,444.6,ספקים ביגוד,סרפן V הדפס פרחים מטושטשים x13,,ציפי וינברג ,,,,https://drive.google.com/drive/folders/1rrCZUlyLGlhmuCfGW7iO4tSDoJN-wkqn,https://drive.google.com/drive/folders/1TTyV2IWjfSbR6Bkhzpo4kgWDqPm1_T_p,https://mail.google.com/mail/u/0/#inbox/19dd403b0447657c,outgoing@icount.co.il,2026-04-28T12:15:03.000Z,19dd403b0447657c,,,28/04/2026,high,checked,,,,,,
102273364,הכל-בו בלומנטל הרץ בע״מ,2026-04-28,הכל-בו בלומנטל הרץ בע״מ,10.50,8.90,1.6,שונות,מקדחי 4 עץ קנה משושה x1,,הדסה אבלס,,,,https://drive.google.com/drive/folders/1zVEF8Tqdd61psG40D-Uw-4CnQrLGO-ji,https://drive.google.com/drive/folders/1TTyV2IWjfSbR6Bkhzpo4kgWDqPm1_T_p,https://mail.google.com/mail/u/0/#inbox/19dde21ed489f032,h8420785@gmail.com,2026-04-30T11:24:18.000Z,19dde21ed489f032,,,30/04/2026,high,checked,,,,,,
31603,אס ג'י ברטים בע״מ,2026-04-28,אס ג'י ברטים בע״מ,-346.00,-293.22,-52.8,ספקים כיסויי ראש,שניל מיקס ולורקס עם בטנה x2,,,,,,https://drive.google.com/drive/folders/1cCnF_XvM9fxqkYVf4lpFWPOn1d_UKe3d,https://drive.google.com/drive/folders/1TTyV2IWjfSbR6Bkhzpo4kgWDqPm1_T_p,https://mail.google.com/mail/u/0/#inbox/19dfca2540cee323,sgbaretimeti@bezeqint.net,2026-05-06T09:33:09.000Z,19dfca2540cee323,,,07/05/2026,high,checked,,,,,,
01/002666,ST FASHION,2026-04-29,ST FASHION,10107.00,8565.25,1541.8,ספקים ביגוד,K6 x6,,,,,,https://drive.google.com/drive/folders/1uBJipsIwTr1I_Vpb0zJ1PcW8JmOm6qLw,https://drive.google.com/drive/folders/1TTyV2IWjfSbR6Bkhzpo4kgWDqPm1_T_p,https://mail.google.com/mail/u/0/#inbox/19dd91fb0ea02410,0584483765st@gmail.com,2026-04-29T12:03:44.000Z,19dd91fb0ea02410,,,29/04/2026,high,checked,,,,,,
01/000157,LUMIERE,2026-04-29,LUMIERE,1514.00,1283.05,231.0,ספקים ביגוד,C39 (20263041) x1,,,,,,https://drive.google.com/drive/folders/1-NqWR0plsQD7hzWiyoizQ_65isWBWRC7,https://drive.google.com/drive/folders/1TTyV2IWjfSbR6Bkhzpo4kgWDqPm1_T_p,https://mail.google.com/mail/u/0/#inbox/19dd92d64670205f,lumiere8018@gmail.com,2026-04-29T12:18:42.000Z,19dd92d64670205f,,,29/04/2026,high,checked,,,,,,
03/000781,ST FASHION,2026-04-30,ST FASHION,753.00,638.14,114.9,ספקים ביגוד,K5 x4,,,,,,https://drive.google.com/drive/folders/1qB3dFi4g7K7H1fbtLFl-LyOHWi9EIUKx,https://drive.google.com/drive/folders/1TTyV2IWjfSbR6Bkhzpo4kgWDqPm1_T_p,https://mail.google.com/mail/u/0/#inbox/19ddd8f124472c15,0584483765st@gmail.com,2026-04-30T08:43:53.000Z,19ddd8f124472c15,,,30/04/2026,high,checked,,,,,,
03/000063,LUMIERE,2026-04-30,LUMIERE,2422.00,2052.54,369.5,ספקים ביגוד,B21 x14,,,,,,https://drive.google.com/drive/folders/13XgZ6aMchDp6jhQHK9D_NzE2GiOqUFws,https://drive.google.com/drive/folders/1TTyV2IWjfSbR6Bkhzpo4kgWDqPm1_T_p,https://mail.google.com/mail/u/0/#inbox/19ddd8c53cb2107d,lumiere8018@gmail.com,2026-04-30T08:40:52.000Z,19ddd8c53cb2107d,,,30/04/2026,high,checked,,,,,,
5-34,סנטר ליין הכל לבית בע״מ,2026-04-30,סנטר ליין הכל לבית בע״מ,1160.78,983.71,177.1,ספקים שונות,5-251: 20.90,,הדסה אבלס,,,,https://drive.google.com/drive/folders/1c_GtLVjYL2CuIVJ67QueVAYlIZKenWJt,https://drive.google.com/drive/folders/1TTyV2IWjfSbR6Bkhzpo4kgWDqPm1_T_p,https://mail.google.com/mail/u/0/#inbox/19dde228cc3781e6,h8420785@gmail.com,2026-04-30T11:24:58.000Z,19dde228cc3781e6,,,30/04/2026,high,checked,,,,,,
14477088,מקס איט פיננסים בע״מ,2026-04-30,מקס איט פיננסים בע״מ,3053.48,2587.69,465.8,הוצאות ניהול,עמלת ביטול עסקה ויזה 03/04/26: 17.80,,הדסה אבלס,,,,https://drive.google.com/drive/folders/1BOtHmsQQ1MDVz9YY7G7RETyjdw3tby4z,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19df23cd948a4284,h8420785@gmail.com,2026-05-04T09:06:06.000Z,19df23cd948a4284,,,07/05/2026,high,,,,,,,
4163,RACHELI'S,2026-05-03,RACHELI'S,1327.50,1125.00,202.5,ספקים בגדי ים,בגד ים שמלה 5001 x9,,רחלי קנטור ,,,,https://drive.google.com/drive/folders/1NZchbTDewb5MgHdT8LsSIZlR1bW3z9ki,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19dea968e679ad16,outgoing@icount.co.il,2026-05-02T21:27:08.000Z,19dea968e679ad16,,,03/05/2026,high,,,,,,,
5708,RACHELI'S,2026-05-03,RACHELI'S,638.14,540.80,97.3,ספקים ביגוד,חלוק גינס זהב פתח צדדי 4035 x2,,רחלי קנטור ,,,,https://drive.google.com/drive/folders/1HDqb8jjTB3lPKo9apm8fSKW1K7JxAR7b,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19dea959d9210a9e,outgoing@icount.co.il,2026-05-02T21:26:06.000Z,19dea959d9210a9e,,,03/05/2026,high,,,,,,,
266000242SI,בגדי נוחות בע״מ,2026-05-03,בגדי נוחות בע״מ,1119.88,949.05,170.8,ספקים ביגוד,סט ליון שחור שמנת L x1,,בתיה חי,,,,https://drive.google.com/drive/folders/1uSsRO0av6Twa6GS692-BNpHnqjTBlZXY,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19dece2c371e8862,batya@ninarocca.co.il,2026-05-03T08:09:32.000Z,19dece2c371e8862,,,03/05/2026,high,,,,,,,
266000241SI,בגדי נוחות בע״מ,2026-05-03,בגדי נוחות בע״מ,13921.94,11798.25,2123.7,ספקים ביגוד,חולצה טורינו שחור חום S x1,,בן ציון נוישטיין,,,,https://drive.google.com/drive/folders/1q7QqrWNVJPTUdGiEx6XqXJpt9-p9yQx_,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19decddd14a9aa26,benzion@ninarocca.co.il,2026-05-03T08:04:07.000Z,19decddd14a9aa26,,,03/05/2026,high,,,,,,,
20262149606,סיטי קאר רכב שיתופי בע״מ,2026-05-03,סיטי קאר רכב שיתופי בע״מ,63.40,53.73,9.7,הוצאות ניהול,אי דיווח על סיום נסיעה x1,,סיטי קאר,,,,https://drive.google.com/drive/folders/1UpM0wOKmnD4BcBR4LIehh4OAGIdl0NhX,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19df15be005d580a,no-reply@citycar.co.il,2026-05-04T05:00:22.000Z,19df15be005d580a,,,07/05/2026,high,,,,,,,
3302,מ.ע.ב דרכי נועם בע״מ,2026-05-03,מ.ע.ב דרכי נועם בע״מ,1486.80,1260.00,226.8,ספקים ביגוד,חולצה דק שחור S x3,,הדסה אבלס,,,,https://drive.google.com/drive/folders/1kAECkILybBqsbAg_j6hVQHOm5Bj4jx50,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19dfc332b4f65315,h8420785@gmail.com,2026-05-06T07:31:44.000Z,19dfc332b4f65315,,,07/05/2026,high,,,,,,,
83093,סמרה,2026-05-03,סמרה,5034.00,4266.10,767.9,ספקים בגדי ים,בגד ים צנוע חצאית 48-54 x8,,,,,,https://drive.google.com/drive/folders/1fiki2oGebuIKgDqhZaqQ7eQQ1KgQPyf6,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19dfc2ffc53f1274,samarad535@gmail.com,2026-05-06T07:28:12.000Z,19dfc2ffc53f1274,,,07/05/2026,high,,,,,,,
725701,מיי קאר ישראל בע״מ,2026-05-03,מיי קאר ישראל בע״מ,35.40,30.00,5.4,שונות,הזמנה מס' 813108 קאיה פיקנטו מספר רכב 81258702 כתובת תחנה חת״ם סופר 6 מודיעין עילית,,,,,,https://drive.google.com/drive/folders/11_v7pUNvdQC_mxUX-ct8n_SRNyoakRHD,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19ded7c0cf919a1f,do-not-reply@tranzila.com,2026-05-03T10:57:02.000Z,19ded7c0cf919a1f,,,07/05/2026,high,,,,,,,
412410914,הייפ פתרונות תשלום בע״מ,2026-05-03,הייפ פתרונות תשלום בע״מ,460.50,390.25,70.3,הוצאות ניהול,שירות תקשורת מסוף 6436167/1 דגם mini 2T מ-01/05/26 עד 31/05/26 x1,,,,,,https://drive.google.com/drive/folders/1Cly-dkbTE_8v_fNFYKGs9ADO2lLPA-xS,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19df797f73106101,Caspit-invoice@caspitgroup.co.il,2026-05-05T10:03:36.000Z,19df797f73106101,,,07/05/2026,high,,,,,,,
6501698,בלו סטון אימפורטס בע״מ,2026-05-03,בלו סטון אימפורטס בע״מ,12764.00,10816.95,1947.1,ספקים כיסויי ראש,דו צדדי 26112 עלים סגור x1,,,,,,https://drive.google.com/drive/folders/1V1d8btc9fvH2IZG3iAENK9y5vpCgV9cj,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19ded2fe69d7e209,ofiice@aimporters.com,2026-05-03T09:33:52.000Z,19ded2fe69d7e209,,,08/05/2026,high,,,,,,,
20262149851,א.מ סיטי קאר רכב שיתופי בע״מ,2026-05-04,א.מ סיטי קאר רכב שיתופי בע״מ,76.00,64.41,11.6,הוצאות ניהול,שעות קטגוריה משפחתי פלוס חשמלי x3 - 63.00 ₪,,סיטי קאר,,,,https://drive.google.com/drive/folders/1fv1m-plPqTHibstHzcGZBoGRmfpHfSOm,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19df15be11ac8723,no-reply@citycar.co.il,2026-05-04T05:00:22.000Z,19df15be11ac8723,,,07/05/2026,high,,,,,,,
5393,חיה אורדמן בע״מ,2026-05-04,חיה אורדמן בע״מ,3594.87,3046.50,548.4,ספקים ביגוד,סרפן מנומר דגם 27142DRO x4,,"חיה אורדמן בע""מ 515872802",,,,https://drive.google.com/drive/folders/1QdwNf9NGLe3xtU9vv0ah5NnVV3tEH_qS,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19df2d538ba23a8d,app@invoice-maven.co.il,2026-05-04T11:52:30.000Z,19df2d538ba23a8d,,,07/05/2026,high,,,,,,,
01/002195,אסתר מוטצן,2026-05-04,אסתר מוטצן,4210.20,3567.97,642.2,ספקים ביגוד,חולצה פסים ווי x14,,,,,,https://drive.google.com/drive/folders/1EIsu2HJeuz1D2DUyDWQ94hN4_DkAfbjx,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19df21bf22f978dd,a0548468448@gmail.com,2026-05-04T08:30:09.000Z,19df21bf22f978dd,,,07/05/2026,high,,,,,,,
IR2273503,ת.סייפטק טכנולוגיות בע״מ,2026-05-05,ת.סייפטק טכנולוגיות בע״מ,35.20,29.83,5.4,הוצאות ניהול,רשיון חודשי סייפטק x1,,סייפטק - סינון תכנים באינטרנט,,,,https://drive.google.com/drive/folders/19e9e_HmshCkGwCGTKoSdEoRf5BpJacVa,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19df58b5261f3c5f,help@safe-tec.co.il,2026-05-05T00:30:40.000Z,19df58b5261f3c5f,,,07/05/2026,high,,,,,,,
378111-12,טמבור סנטר בע״מ,2026-05-06,טמבור סנטר בע״מ,89.00,75.42,13.6,ספקים שונות,כללי x1,,הדסה אבלס,,,,https://drive.google.com/drive/folders/1CEroPV8Ff7XUz6NYqiPEq88ilRvBSAnP,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e016b105c0336e,h8420785@gmail.com,2026-05-07T07:50:53.000Z,19e016b105c0336e,,,07/05/2026,high,,,,,,,
94054024,בקי 10 יצחק,2026-05-06,בקי 10 יצחק,25.80,21.86,3.9,שונות,שקירות אשפה 90/90 - 11.90,,הדסה אבלס,,,,https://drive.google.com/drive/folders/1lrQ80FrdSZDzDumRwRNKQSRC5Fn7ZTsQ,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19dfc82d0bf568d5,h8420785@gmail.com,2026-05-06T08:58:44.000Z,19dfc82d0bf568d5,,,07/05/2026,high,,,,,,,
20261018333,א.מ סיטי קאר רכב שיתופי בע״מ,2026-05-08,א.מ סיטי קאר רכב שיתופי בע״מ,87.00,73.73,13.3,הוצאות ניהול,איחור גדול מ 10 דקות x1 - 50.00 ₪,,סיטי קאר,,,,https://drive.google.com/drive/folders/1_hupMLUsgTM2UvewHkJZDCT7QiP3KDPb,https://drive.google.com/drive/folders/1a-JYXOCvwNtzWzwpP3IbN-y1jwrnCJww,https://mail.google.com/mail/u/0/#inbox/19e05f5257e2622e,no-reply@citycar.co.il,2026-05-08T05:00:05.000Z,19e05f5257e2622e,,,08/05/2026,high,,,,,,,
